date,home_team,away_team,home_score,away_score,winner,winner_code,home_neutral,home_ppg_last_5,home_avg_goals_scored_last_5,home_avg_goals_conceded_last_5,home_clean_sheets_rate_last_5,home_avg_goal_difference_last_5,home_avg_goal_difference_last_10,home_failed_score_rate_last_5,home_over_2_5_rate_last_5,home_over_3_5_rate_last_5,home_under_1_5_rate_last_5,home_days_since_last_game,home_pi_home_rating,home_pi_away_rating,home_pi_expected_gd,home_pi_diff,away_ppg_last_5,away_avg_goals_scored_last_5,away_avg_goals_conceded_last_5,away_clean_sheets_rate_last_5,away_avg_goal_difference_last_5,away_avg_goal_difference_last_10,away_failed_score_rate_last_5,away_over_2_5_rate_last_5,away_over_3_5_rate_last_5,away_under_1_5_rate_last_5,away_days_since_last_game,away_pi_home_rating,away_pi_away_rating,away_pi_expected_gd,away_pi_diff,pi_rating_diff,diff_ppg_last_5,diff_goal_difference,diff_btts_rate,diff_avg_goals_scored_last_5,diff_avg_goals_conceded_last_5,diff_over_2_5_rate,diff_under_1_5_rate,diff_rests_days
1976-03-29,Bahrain,Iraq,1.0,4.0,Iraq,2,True,1.4,0.8,4.2,0.0,-3.2,-2.4,0.6,0.2,0.0,0.8,2.0,-1.399860305800266,-6.473505506062826,-3.529135162574608,-6.845644672826131,1.4,1.8,0.4,0.6,2.0,2.1,0.4,0.4,0.4,0.6,2.0,0.9657148829646568,0.3721391667633056,3.529135162574608,6.845644672826131,-6.845644672826131,0.0,-5.2,0.2,-1.0,3.8000000000000003,-0.2,0.20000000000000007,0.0
1976-03-29,Saudi Arabia,United Arab Emirates,2.0,0.0,Saudi Arabia,1,True,1.0,0.4,1.8,0.0,-0.8,0.1,0.6,0.0,0.0,1.0,3.0,-1.6635349742387495,-1.9595484120180435,3.277359643604848,4.895682773731194,1.0,0.6,3.6,0.0,-2.2,-1.9,0.6,0.0,0.0,0.8,2.0,-0.8558644757130024,-6.855231185749237,-3.277359643604848,-4.895682773731194,4.895682773731194,0.0,1.4000000000000001,0.0,-0.19999999999999996,-1.8,0.0,0.19999999999999996,1.0
1976-03-31,Kuwait,Oman,8.0,0.0,Kuwait,1,True,2.0,2.0,1.0,0.6,3.0,1.9,0.2,0.4,0.2,0.4,3.0,3.9843050710685306,5.803421329866016,6.115082131543105,12.148387386994914,1.0,0.0,7.6,0.0,-5.0,-7.666666666666667,1.0,0.0,0.0,1.0,4.0,-0.1927142748341939,-6.3449660571288975,-6.115082131543105,-12.148387386994914,12.148387386994914,1.0,8.0,0.2,2.0,-6.6,0.4,-0.6,-1.0
1976-04-01,Qatar,United Arab Emirates,3.0,1.0,Qatar,1,False,1.6,0.6,1.6,0.4,0.0,-0.4,0.4,0.0,0.0,1.0,4.0,-1.3188301361371255,-4.66391700245816,2.1329667298870056,4.106674568083597,1.0,0.6,2.8,0.0,-2.6,-1.9,0.6,0.0,0.0,0.8,3.0,-0.8558644757130024,-5.425504704220723,-2.1329667298870056,-4.106674568083597,4.106674568083597,0.6000000000000001,2.6,-0.2,0.0,-1.1999999999999997,0.0,0.19999999999999996,1.0
1976-04-01,Iraq,Saudi Arabia,7.0,1.0,Iraq,1,True,2.0,2.4,0.4,0.6,2.4,2.4,0.4,0.6,0.6,0.4,3.0,0.9657148829646568,-0.3656443334626362,1.0945269885322892,3.023630560083921,1.4,0.8,1.6,0.2,-1.8,-0.6,0.4,0.0,0.0,0.8,3.0,-1.6635349742387495,-3.389274893546557,-1.0945269885322892,-3.023630560083921,3.023630560083921,0.6000000000000001,4.2,-0.2,1.5999999999999999,-1.2000000000000002,0.6,-0.4,0.0
1976-04-01,Algeria,Libya,1.0,0.0,Algeria,1,False,1.2,1.0,2.0,0.0,-0.8,0.4,0.4,0.2,0.0,0.8,30.0,1.1417693127617023,1.4977910097530702,0.1061058586571215,0.3695677830281754,1.6,1.2,1.2,0.4,0.0,-0.5,0.2,0.0,0.0,0.6,22.0,1.632182338111916,0.772201529733527,-0.1061058586571215,-0.3695677830281754,0.3695677830281754,-0.40000000000000013,-0.8,0.19999999999999996,-0.19999999999999996,0.8,0.2,0.20000000000000007,8.0
1976-04-02,Bahrain,Oman,1.0,0.0,Bahrain,1,True,1.4,1.0,4.2,0.0,-2.2,-2.2,0.4,0.2,0.0,0.8,4.0,-1.399860305800266,-5.735722005836884,2.838873987241048,2.449777865753024,1.0,0.0,5.0,0.0,-4.4,-6.714285714285714,1.0,0.0,0.0,1.0,2.0,-0.1927142748341939,-8.185499871589908,-2.838873987241048,-2.449777865753024,2.449777865753024,0.3999999999999999,2.2,0.6,1.0,-0.7999999999999998,0.2,-0.19999999999999996,2.0
1976-04-02,Dominican Republic,Haiti,0.0,3.0,Haiti,2,False,3.0,1.0,0.0,0.5,-1.0,-1.0,0.0,0.0,0.0,0.5,9820.0,0.0,0.9197454537400326,0.628287076089723,2.117309758421928,1.6,1.0,1.2,0.2,0.2,-1.0,0.4,0.2,0.0,0.8,229.0,4.520027773930464,-2.117309758421928,-0.628287076089723,-2.117309758421928,2.117309758421928,1.4,-1.2,-0.4,0.0,-1.2,-0.2,-0.30000000000000004,9591.0
1976-04-03,Iraq,Qatar,0.0,0.0,DRAW,0,False,2.0,3.0,0.6,0.4,2.6,2.3,0.4,0.6,0.6,0.4,2.0,0.9657148829646568,2.719374422882869,1.2946090743670076,4.255073186157132,2.0,1.2,1.2,0.4,0.0,-0.4,0.2,0.2,0.0,0.8,2.0,-1.535698763274263,-4.707290727885587,-1.2946090743670076,-4.255073186157132,5.673005610850244,0.0,2.6,0.0,1.8,-0.6,0.39999999999999997,-0.4,0.0
1976-04-03,Kuwait,United Arab Emirates,0.0,0.0,DRAW,0,True,2.4,3.6,0.6,0.8,2.6,1.8,0.0,0.6,0.4,0.2,3.0,3.9843050710685306,7.643955144327028,7.13083804713475,12.852591221410613,1.0,0.6,3.2,0.0,-2.0,-1.7,0.6,0.0,0.0,0.8,2.0,-0.812490750285575,-5.208636077083586,-7.13083804713475,-12.852591221410613,12.852591221410613,1.4,4.6,-0.2,3.0,-2.6,0.6,-0.6000000000000001,1.0
1976-04-04,Costa Rica,Panama,2.0,3.0,Panama,2,False,1.0,1.6,2.8,0.0,-1.2,-0.8,0.2,0.4,0.0,0.6,229.0,0.4560312713788553,-6.005336779114445,-1.8680408588399635,-2.7462290648968533,1.0,1.4,1.4,0.2,-0.2,0.3,0.2,0.0,0.0,0.4,201.0,-3.2591077142175915,-5.835955108504414,1.8680408588399635,2.7462290648968533,6.291986379883269,0.0,-1.0,0.20000000000000007,0.20000000000000018,1.4,0.4,0.19999999999999996,28.0
1976-04-04,Oman,Saudi Arabia,1.0,3.0,Saudi Arabia,2,True,1.0,0.0,4.4,0.0,-3.8,-6.125,1.0,0.0,0.0,1.0,2.0,-0.1927142748341939,-6.372915410131009,0.1024544316079572,0.1013782397610532,1.4,0.8,2.6,0.2,-1.0,-0.4,0.4,0.0,0.0,0.8,3.0,-1.6635349742387495,-6.474293649892062,-0.1024544316079572,-0.1013782397610532,0.1013782397610532,-0.3999999999999999,-2.8,-0.4,-0.8,1.8000000000000003,0.0,0.19999999999999996,-1.0
1976-04-06,Iraq,United Arab Emirates,4.0,0.0,Iraq,1,True,1.8,3.0,0.4,0.6,3.4,2.5,0.4,0.6,0.6,0.4,3.0,0.6771479175781396,1.276539595950283,0.7765553389948072,2.8446344301464643,0.8,0.6,2.6,0.2,-1.8,-2.5,0.6,0.0,0.0,0.8,3.0,-0.812490750285575,-1.5680948341961811,-0.7765553389948072,-2.8446344301464643,2.8446344301464643,1.0,5.2,0.0,2.4,-2.2,0.6,-0.4,0.0
1976-04-06,Bahrain,Kuwait,2.0,5.0,Kuwait,2,True,1.8,1.2,3.4,0.2,-2.0,-2.9,0.2,0.2,0.0,0.8,4.0,-1.399860305800266,-7.548306467295783,-6.200173248196345,-11.551720368735406,1.8,3.2,0.6,0.8,3.0,1.7,0.2,0.6,0.4,0.4,3.0,3.9843050710685306,4.003413901439624,6.200173248196345,11.551720368735406,-11.551720368735406,0.0,-5.0,0.39999999999999997,-2.0,2.8,-0.39999999999999997,0.4,1.0
1976-04-07,Scotland,Switzerland,1.0,0.0,Scotland,1,False,1.4,1.4,1.6,0.2,0.8,0.4,0.0,0.2,0.0,0.8,112.0,4.945897157838533,4.206401662737769,1.2104616192043212,2.1295060282571585,1.4,0.8,1.8,0.2,-1.0,-0.5,0.2,0.0,0.0,1.0,147.0,1.9384804386519492,2.8163911295813744,-1.2104616192043212,-2.1295060282571585,2.1295060282571585,0.0,1.8,0.20000000000000007,0.5999999999999999,-0.19999999999999996,0.2,-0.19999999999999996,-35.0
1976-04-07,Oman,Qatar,1.0,4.0,Qatar,2,False,1.0,0.2,4.0,0.0,-3.6,-5.777777777777778,0.8,0.0,0.0,1.0,3.0,-0.1927142748341939,-8.339737055588873,-5.801360870767381,-8.246873119247196,2.0,1.0,1.0,0.6,0.4,0.0,0.4,0.2,0.0,0.8,4.0,-0.092863936341677,-4.41872376249907,5.801360870767381,8.246873119247196,4.226009487664876,-1.0,-4.0,0.0,-0.8,3.0,-0.2,0.19999999999999996,-1.0
1976-04-07,Brazil,Paraguay,1.0,1.0,DRAW,0,False,2.6,1.6,1.0,0.4,0.4,1.5,0.0,0.0,0.0,0.4,40.0,2.3951033921477247,6.522256559286545,2.4816953020685344,3.494422990670853,1.0,1.8,1.8,0.0,0.0,-0.1,0.2,0.2,0.0,0.2,28.0,3.027833568615692,3.985598939375577,-2.4816953020685344,-3.494422990670853,-1.5904955472278521,1.6,0.4,-0.20000000000000007,-0.19999999999999996,-0.8,-0.2,0.2,12.0
1976-04-07,Italy,Portugal,3.0,1.0,Italy,1,False,1.4,0.8,0.6,0.6,0.8,1.7,0.6,0.2,0.0,0.8,99.0,5.651185328949143,5.499185892076,0.7144431338510389,0.9391744050195872,2.0,1.2,0.4,0.6,0.0,-0.2,0.2,0.0,0.0,0.6,126.0,3.319175581956247,4.712010923929556,-0.7144431338510389,-0.9391744050195872,0.9391744050195872,-0.6000000000000001,0.8,0.0,-0.3999999999999999,0.19999999999999996,0.2,0.20000000000000007,-27.0
1976-04-08,Argentina,Uruguay,4.0,1.0,Argentina,1,False,2.2,1.4,1.4,0.2,0.4,1.9,0.2,0.2,0.0,0.6,12.0,4.546806546929897,3.958217547599357,0.7984068081381568,1.428175304339354,1.2,1.2,2.0,0.2,-1.2,-0.4,0.2,0.0,0.0,0.6,29.0,4.361948870110357,3.118631242590543,-0.7984068081381568,-1.428175304339354,1.4281753043393541,1.0000000000000002,1.6,0.0,0.19999999999999996,-0.6000000000000001,0.2,0.0,-17.0
1976-04-08,Bahrain,Saudi Arabia,2.0,1.0,Bahrain,1,True,1.8,1.4,3.4,0.2,-0.6,-2.4,0.2,0.2,0.0,0.6,2.0,-1.399860305800266,-5.05523764933857,-0.3795192351302479,-0.5477656449043735,1.8,1.2,2.2,0.2,-0.8,-1.1,0.4,0.2,0.0,0.6,4.0,-1.6635349742387495,-4.507472004434197,0.3795192351302479,0.5477656449043735,-0.5477656449043726,0.0,0.20000000000000007,0.19999999999999996,0.19999999999999996,1.1999999999999997,0.0,0.0,-2.0
1976-04-08,Iraq,Kuwait,2.0,2.0,DRAW,0,True,2.4,3.8,0.4,0.6,2.6,2.0,0.2,0.8,0.8,0.2,2.0,0.6771479175781396,3.779206828260969,0.9714689447665346,2.2688617447785577,1.8,4.0,1.0,0.6,3.0,1.9,0.2,0.8,0.6,0.2,2.0,3.9843050710685306,1.5103450834824113,-0.9714689447665346,-2.2688617447785577,2.2688617447785577,0.5999999999999999,-0.3999999999999999,0.0,-0.20000000000000018,-0.6,0.0,0.0,0.0
1976-04-10,Oman,United Arab Emirates,1.0,1.0,DRAW,0,True,1.0,0.4,4.0,0.0,-2.8,-5.2,0.6,0.0,0.0,1.0,3.0,0.2712370051668681,-6.019980655583563,-1.4462804129192677,-1.949218589076695,0.8,0.6,2.4,0.2,-1.6,-2.3,0.6,0.0,0.0,0.8,4.0,-0.812490750285575,-4.070762066506868,1.4462804129192677,1.949218589076695,-1.949218589076695,0.19999999999999996,-1.1999999999999997,0.0,-0.19999999999999996,1.6,0.0,0.19999999999999996,-1.0
1976-04-10,Bahrain,Qatar,0.0,3.0,Qatar,2,False,2.2,1.8,2.4,0.2,-1.4,-2.4,0.0,0.2,0.0,0.4,2.0,-1.399860305800266,-3.549280770055761,-0.5214111756554076,-1.1366604337087738,2.0,1.6,1.2,0.4,0.8,0.4,0.4,0.4,0.2,0.6,3.0,-2.412620336346987,-4.882675042500132,0.5214111756554076,1.1366604337087738,3.482814736699866,0.20000000000000018,-2.2,0.4,0.19999999999999996,1.2,-0.2,-0.19999999999999996,-1.0
1976-04-11,Kuwait,Saudi Arabia,3.0,1.0,Kuwait,1,True,1.8,3.8,0.8,0.6,2.6,1.8,0.2,0.6,0.6,0.2,3.0,3.9843050710685306,2.6895048447313408,3.8509933395320095,8.702933728448347,1.8,1.4,2.2,0.2,-1.0,-1.2,0.2,0.2,0.0,0.6,3.0,-1.6635349742387495,-6.013428883717007,-3.8509933395320095,-8.702933728448347,8.702933728448349,0.0,3.6,-0.19999999999999996,2.4,-1.4000000000000001,0.39999999999999997,-0.39999999999999997,0.0
1976-04-15,Iraq,Kuwait,2.0,4.0,Kuwait,2,True,1.8,3.4,0.8,0.4,1.6,1.8,0.2,0.6,0.6,0.2,7.0,0.6771479175781396,2.6000470670120395,0.5980559410046871,1.730527033142006,1.8,3.6,1.0,0.4,1.4,2.2,0.2,0.6,0.4,0.2,4.0,3.9843050710685306,0.8695200338700335,-0.5980559410046871,-1.730527033142006,1.730527033142006,0.0,0.20000000000000018,0.0,-0.20000000000000018,-0.19999999999999996,0.0,0.0,3.0
1976-04-16,Algeria,Libya,0.0,0.0,DRAW,0,False,1.8,1.0,1.8,0.2,-0.6,0.1,0.4,0.2,0.0,0.8,15.0,2.2511921150939256,1.7196755702195148,0.1021633953917457,0.3093777925740433,1.6,1.2,1.2,0.4,0.2,-0.3,0.2,0.0,0.0,0.6,15.0,1.4102977776454717,-0.3372212725986963,-0.1021633953917457,-0.3093777925740433,2.588413387692622,0.19999999999999996,-0.8,0.0,-0.19999999999999996,0.6000000000000001,0.2,0.20000000000000007,0.0
1976-04-17,Dominican Republic,Haiti,0.0,3.0,Haiti,2,False,2.0,0.5,1.5,0.3333333333333333,-1.6666666666666667,-1.6666666666666667,0.3333333333333333,0.0,0.0,0.6666666666666666,15.0,-2.6616811553928184,0.3874092226614689,-2.107332882697672,-4.664954782347558,1.6,1.4,1.2,0.2,1.0,0.0,0.4,0.4,0.0,0.6,15.0,5.052364005009027,0.5443713969708908,2.107332882697672,4.664954782347558,-3.206052552363709,0.3999999999999999,-2.666666666666667,-0.4,-0.8999999999999999,0.30000000000000004,-0.4,0.06666666666666665,0.0
1976-04-19,Guinea,Sierra Leone,1.0,1.0,DRAW,0,False,1.8,2.0,1.2,0.0,0.6,0.7,0.0,0.2,0.2,0.4,36.0,5.064274788000201,4.587907206522297,1.2360674961673288,2.4396152187989104,1.2,2.0,2.4,0.0,-0.4,-0.9,0.0,0.2,0.2,0.6,29.0,2.148291987723387,-4.041298544330807,-1.2360674961673288,-2.4396152187989104,9.105573332331009,0.6000000000000001,1.0,0.0,0.0,-1.2,0.0,-0.19999999999999996,7.0
1976-04-19,Gabon,Ivory Coast,3.0,1.0,Gabon,1,False,1.0,0.2,2.2,0.0,-1.4,-0.9,0.8,0.0,0.0,1.0,22.0,-5.697178704654487,-4.144767434895354,-3.299232220910932,-8.461948043882572,1.4,1.8,1.0,0.4,0.8,-0.2,0.2,0.4,0.2,0.6,22.0,4.317180608987218,1.8684101366724768,3.299232220910932,8.461948043882572,-7.565588841326964,-0.3999999999999999,-2.2,-0.39999999999999997,-1.6,1.2000000000000002,-0.4,0.4,0.0
1976-04-21,Congo,Cuba,3.0,1.0,Congo,1,False,1.6,1.2,1.2,0.2,0.2,0.1,0.2,0.2,0.0,0.8,66.0,1.7965901044934107,-0.4290092826562067,0.7389998463700214,2.6837135884638093,2.0,2.0,1.2,0.4,0.8,0.3,0.2,0.4,0.2,0.4,218.0,0.1261052327017376,-0.8871234839703983,-0.7389998463700214,-2.6837135884638093,2.6837135884638093,-0.3999999999999999,-0.6000000000000001,0.19999999999999996,-0.8,0.0,-0.2,0.4,-152.0
1976-04-24,France,Poland,2.0,0.0,France,1,False,1.4,1.0,0.4,0.8,0.6,0.6,0.6,0.2,0.0,0.6,161.0,3.713066915899956,4.000164779599336,0.4736184972294499,0.9768645693108092,1.6,1.8,1.6,0.2,-0.8,1.3,0.4,0.4,0.4,0.6,31.0,6.1508246504895965,2.736202346589147,-0.4736184972294499,-0.9768645693108092,0.9768645693108087,-0.20000000000000018,1.4,-0.6,-0.8,-1.2000000000000002,-0.2,0.0,130.0
1976-04-24,Germany,Spain,1.0,1.0,DRAW,0,False,2.4,3.4,0.2,0.8,2.8,1.5,0.0,0.4,0.4,0.4,56.0,7.45137242197722,8.559460821889623,3.52848066384244,2.9382326123512224,1.2,1.6,1.0,0.2,0.4,0.4,0.0,0.0,0.0,0.4,160.0,5.6212282095384,4.991677834192988,-3.52848066384244,-2.9382326123512224,2.4596945877842327,1.2,2.4,-0.6000000000000001,1.7999999999999998,-0.8,0.4,0.0,-104.0
1976-04-25,Belgium,Netherlands,0.0,5.0,Netherlands,2,False,2.4,1.2,0.2,0.8,-0.4,0.2,0.2,0.0,0.0,0.6,162.0,5.490629665024044,4.434368597588701,-2.203136634632262,-2.537268842584776,1.6,1.8,1.4,0.2,1.4,1.1,0.2,0.4,0.2,0.6,155.0,6.971637440173477,3.373281205825637,2.203136634632262,2.537268842584776,2.117348459198407,0.7999999999999998,-1.7999999999999998,-0.39999999999999997,-0.6000000000000001,-1.2,-0.4,0.0,7.0
1976-04-25,Liberia,Sierra Leone,0.0,1.0,Sierra Leone,2,False,1.2,0.8,1.2,0.2,-0.6,-0.6,0.6,0.0,0.0,0.6,441.0,0.0987362411986751,0.4076749665559468,-1.1642624912343278,-3.138556655897261,1.2,2.0,2.4,0.0,0.2,-0.6,0.0,0.2,0.2,0.6,6.0,3.546231622453208,-3.761710617384842,1.1642624912343278,3.138556655897261,3.8604468585835168,0.0,-0.8,-0.8,-1.2,-1.2,-0.2,0.0,435.0
1976-04-28,Argentina,Paraguay,2.0,2.0,DRAW,0,False,2.2,1.6,1.2,0.2,0.6,0.8,0.2,0.2,0.2,0.6,20.0,6.56827113802051,4.362510465817479,1.7712847495174833,2.149239589452033,1.0,1.6,1.6,0.0,0.2,-0.2,0.2,0.2,0.0,0.4,21.0,5.19499661458019,4.419031548568476,-1.7712847495174833,-2.149239589452033,2.1492395894520335,1.2000000000000002,0.39999999999999997,-0.20000000000000007,0.0,-0.40000000000000013,0.0,0.19999999999999996,-1.0
1976-04-28,Austria,Sweden,1.0,0.0,Austria,1,False,1.2,1.4,1.4,0.2,0.2,0.5,0.6,0.2,0.2,0.8,161.0,3.0415610669000057,3.1276220760888656,-1.5849636966974212,-2.52075442382494,1.8,1.4,0.4,0.6,0.4,0.8,0.2,0.0,0.0,0.4,57.0,3.7383300200952982,5.562315490724946,1.5849636966974212,2.52075442382494,-2.52075442382494,-0.6000000000000001,-0.2,0.0,0.0,0.9999999999999999,0.2,0.4,104.0
1976-04-28,Brazil,Uruguay,2.0,1.0,Brazil,1,False,2.0,1.6,1.2,0.2,1.0,1.5,0.0,0.0,0.0,0.4,21.0,1.961670782954825,4.355093513322046,0.2835576895290561,0.8645041314548945,1.2,1.0,2.2,0.2,-0.8,-0.6,0.2,0.0,0.0,0.8,20.0,3.9576559518922334,1.0971666514999303,-0.2835576895290561,-0.8645041314548945,0.8645041314548947,0.8,1.8,0.20000000000000007,0.6000000000000001,-1.0000000000000002,0.0,-0.4,1.0
1976-04-30,Hungary,Switzerland,1.0,0.0,Hungary,1,False,2.6,3.2,1.4,0.2,1.8,0.8,0.0,0.2,0.2,0.0,34.0,7.732297728353023,5.339491335243805,1.8327329846971228,3.3346500777329133,1.4,0.6,1.6,0.2,-1.4,-0.9,0.4,0.0,0.0,1.0,23.0,2.004841257510892,3.148195223876085,-1.8327329846971228,-3.3346500777329133,4.584102504476938,1.2000000000000002,3.2,0.4,2.6,-0.20000000000000018,0.2,-1.0,11.0
1976-05-02,El Salvador,Panama,1.0,1.0,DRAW,0,False,1.0,0.2,1.2,0.0,-0.8,-0.6,0.8,0.0,0.0,1.0,83.0,1.042196867416033,-3.3635865282173567,0.5498563301714379,0.9810666705244336,1.0,1.6,1.8,0.0,-0.2,0.2,0.2,0.2,0.0,0.4,28.0,-4.34465319874179,-6.053064205409253,-0.5498563301714379,-0.9810666705244336,7.095261072825286,0.0,-0.6000000000000001,-0.6000000000000001,-1.4000000000000001,-0.6000000000000001,-0.2,0.6,55.0
1976-05-02,Algeria,Guinea,1.0,2.0,Guinea,2,False,1.6,0.8,1.4,0.4,0.0,-0.6,0.6,0.2,0.0,0.8,16.0,2.2173953284419534,1.5506916369596546,-0.4182277340194651,-0.9725722433505232,1.2,1.8,1.2,0.0,0.6,0.8,0.0,0.2,0.2,0.6,13.0,4.7846868610542375,3.1899675717924767,0.4182277340194651,0.9725722433505232,-0.9725722433505233,0.40000000000000013,-0.6,-0.8,-1.0,0.19999999999999996,0.0,0.20000000000000007,3.0
1976-05-02,Gabon,São Tomé and Príncipe,6.0,1.0,Gabon,1,False,1.4,0.6,2.0,0.0,-0.2,-0.1,0.8,0.2,0.0,0.8,13.0,-5.057748609541349,-0.9476169593296656,-2.204607619434211,-5.057748609541349,,,,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.204607619434211,5.057748609541349,-5.057748609541349,,4.8,0.2,,,0.2,0.8,13.0
1976-05-05,Bulgaria,North Korea,3.0,0.0,Bulgaria,1,False,2.0,1.8,1.0,0.4,1.0,1.1,0.2,0.4,0.0,0.4,42.0,2.690078970837757,5.01732824178622,0.2909961156919003,0.7398265889505788,2.0,1.4,0.8,0.6,0.2,-0.1,0.2,0.2,0.0,0.6,314.0,5.009483327163356,1.9502523818871784,-0.2909961156919003,-0.7398265889505788,0.7398265889505786,0.0,0.8,0.2,0.40000000000000013,0.19999999999999996,0.2,-0.19999999999999996,-272.0
1976-05-06,Scotland,Wales,3.0,1.0,Scotland,1,False,1.8,1.4,0.6,0.4,1.2,0.6,0.0,0.2,0.0,0.8,29.0,4.614093063543822,4.140040843878827,0.5337331506712109,0.8855759833606602,1.0,1.2,1.4,0.2,-0.6,0.7,0.2,0.0,0.0,0.6,43.0,3.744731534046085,3.728517080183162,-0.5337331506712109,-0.8855759833606602,0.8855759833606602,0.8,1.7999999999999998,0.0,0.19999999999999996,-0.7999999999999999,0.2,0.20000000000000007,-14.0
1976-05-06,Greece,Poland,1.0,0.0,Greece,1,False,1.4,2.0,1.2,0.2,0.8,0.6,0.0,0.2,0.2,0.4,128.0,4.881958110415571,4.366880386442899,1.7814373196069917,3.755751495556624,1.2,1.0,1.8,0.2,-1.4,1.2,0.6,0.2,0.2,0.8,12.0,5.828825504143556,1.1262066148589471,-1.7814373196069917,-3.755751495556624,3.755751495556624,0.19999999999999996,2.2,0.4,1.0,-0.6000000000000001,0.0,-0.4,116.0
1976-05-06,China,Malaysia,2.0,0.0,China,1,False,1.6,1.8,1.6,0.0,1.0,0.0,0.4,0.4,0.2,0.4,200.0,0.8684351832039661,-0.7793595531428027,1.916956066585925,5.1749841125624965,0.8,0.4,1.8,0.2,-1.6,-0.8,0.6,0.0,0.0,1.0,125.0,0.9756370027723232,-4.306548929358531,-1.916956066585925,-5.1749841125624965,5.1749841125624965,0.8,2.6,0.19999999999999996,1.4,-0.19999999999999996,0.4,-0.6,75.0
1976-05-08,England,Wales,1.0,0.0,England,1,False,1.8,2.4,1.2,0.0,1.4,1.5,0.0,0.2,0.2,0.2,45.0,8.239862488958124,6.187461053497217,1.9531911061169944,2.756361571718293,1.2,1.0,1.6,0.2,-0.8,0.4,0.2,0.0,0.0,0.8,2.0,3.431099481778924,2.160356818847359,-1.9531911061169944,-2.756361571718293,6.079505670110765,0.6000000000000001,2.2,0.4,1.4,-0.40000000000000013,0.2,-0.6000000000000001,43.0
1976-05-08,Northern Ireland,Scotland,0.0,3.0,Scotland,2,False,1.6,1.2,1.2,0.4,0.0,-0.3,0.2,0.2,0.0,0.8,66.0,6.684595444937424,3.5401065161883896,-1.892202776113209,-2.642146808691236,2.4,1.8,0.6,0.4,1.6,0.8,0.0,0.4,0.0,0.6,2.0,6.182253324879626,4.453672896145988,1.892202776113209,2.642146808691236,2.230922548791436,-0.7999999999999998,-1.6,-0.19999999999999996,-0.6000000000000001,0.6,-0.2,0.20000000000000007,64.0
1976-05-09,Malawi,Zambia,0.0,4.0,Zambia,2,False,2.0,2.0,0.8,0.4,0.2,0.5,0.2,0.2,0.2,0.2,91.0,-3.041591208727523,1.3999487323569726,0.8916581210130377,3.1934272545929714,1.4,1.0,1.8,0.2,0.6,0.0,0.4,0.2,0.0,0.8,85.0,-1.793478522235999,-1.9022793262853852,-0.8916581210130377,-3.1934272545929714,-1.139311882442138,0.6000000000000001,-0.39999999999999997,0.19999999999999996,1.0,-1.0,0.0,-0.6000000000000001,6.0
1976-05-11,Poland,Switzerland,1.0,2.0,Switzerland,2,False,0.8,0.2,1.6,0.2,-1.0,0.7,0.8,0.0,0.0,1.0,5.0,6.029441941085571,2.129288799569018,-0.3889484784388066,-0.92794924257045,1.0,0.4,1.8,0.0,-1.0,-0.7,0.6,0.0,0.0,1.0,11.0,3.057238042139468,3.3586745808018006,0.3889484784388066,0.92794924257045,2.67076736028377,-0.19999999999999996,0.0,-0.2,-0.2,-0.19999999999999996,0.0,0.0,-6.0
1976-05-11,England,Northern Ireland,4.0,0.0,England,1,False,2.4,2.2,0.8,0.2,1.4,1.7,0.0,0.2,0.2,0.4,3.0,8.007266698517649,5.024482101294841,4.643347862903061,5.762475495051214,1.6,1.2,1.2,0.4,-1.0,-0.6,0.2,0.2,0.0,0.8,3.0,6.425532382393032,2.244791203466435,-4.643347862903061,-5.762475495051214,5.762475495051214,0.7999999999999998,2.4,0.4,1.0000000000000002,-0.3999999999999999,0.0,-0.4,0.0
1976-05-11,Denmark,Sweden,2.0,1.0,Denmark,1,False,1.2,0.4,1.2,0.4,-0.4,-0.5,0.6,0.0,0.0,1.0,97.0,4.563847771966493,5.104084096846362,1.1036057388943568,1.8093418864492232,1.4,1.0,0.6,0.4,0.0,0.9,0.4,0.0,0.0,0.6,13.0,3.294742210397139,3.344376442234148,-1.1036057388943568,-1.8093418864492232,1.2194713297323454,-0.19999999999999996,-0.4,-0.2,-0.6,0.6,0.0,0.4,84.0
1976-05-12,Bulgaria,Romania,1.0,0.0,Bulgaria,1,False,2.0,2.0,1.0,0.4,0.8,1.2,0.2,0.6,0.0,0.4,7.0,4.967108123437925,5.472734072306253,-0.4336725461160724,-0.5621166977383574,0.0,1.6,1.6,0.0,-0.2,0.4,0.0,0.0,0.0,0.4,147.0,4.714948034426622,5.529224821176283,0.4336725461160724,0.5621166977383574,-0.5621166977383574,2.0,1.0,-0.6,0.3999999999999999,-0.6000000000000001,0.6,0.0,-140.0
1976-05-14,Northern Ireland,Wales,0.0,1.0,Wales,2,False,1.2,1.0,2.0,0.2,-1.0,-0.6,0.4,0.2,0.0,0.8,3.0,6.598115985885283,3.107709220927688,-0.8347363514793815,-1.4863692130536124,1.4,0.6,1.4,0.2,-0.4,0.0,0.4,0.0,0.0,1.0,6.0,4.5940784339813,2.392952609287834,0.8347363514793815,1.4863692130536124,4.205163376597449,-0.19999999999999996,-0.6,0.0,0.4,0.6000000000000001,0.2,-0.19999999999999996,-3.0
